Código,Epíca,Historia de Usuario,Criterio de Aceptación 1,Criterio de Aceptación 2,Criterio de Aceptación 3,Criterio de Aceptación 4,Criterio de Aceptación 5,Criterio de Aceptación 6,Criterio de Aceptación 7,Criterio de Aceptación 8,Criterio de Aceptación 9,Criterio de Aceptación 10,Criterio de Aceptación 11,Sprint,Estado
HU36,Mantenibilidad y observabilidad,Como administrador quiero respaldos automáticos diarios con retención de 30 días en servidor externo para garantizar la recuperación de datos ante fallos.,"Dado que el servidor de base de datos está operativo
Cuando el reloj del sistema alcanza las 02:00 AM cada día
Entonces el orquestador del backup ejecuta el script runDailyBackup() que inicia la extracción completa de la base de datos","Dado que la copia de la base de datos se crea como backup-YYYYMMDD.sql en el almacenamiento local
Cuando runDailyBackup() completa la escritura del archivo
Entonces el sistema transfiere el archivo al servidor externo seguro mediante SFTP/HTTPS, validando checksum al destino","Dado que la transferencia al servidor externo concluye sin errores
Cuando el script verifica la integridad del archivo con checksum
Entonces inserta un registro en la tabla backup_logs con { filename, size, checksum, status:""SUCCESS"", timestamp }","Dado que la carpeta del servidor externo contiene archivos de respaldo de más de 30 días
Cuando runDailyBackup() inicia la fase de limpieza
Entonces itera los archivos y elimina aquellos con fecha anterior a 30 días, registrando cada eliminación en backup_logs con { filename, status:""DELETED"", timestamp }","Dado que el script de backup falla al exportar la base de datos (error de disco, permisos, etc.)
Cuando ocurre una excepción durante runDailyBackup()
Entonces el sistema registra { error, stage:""EXPORT"", timestamp } en backup_errors, envía un correo al administrador con detalles del fallo y reintenta la exportación tras 10 minutos, hasta 2 intentos","Dado que la creación local del backup fue exitosa
Cuando la transferencia SFTP/HTTPS retorna error (timeout, autenticación, red)
Entonces el sistema registra { error, stage:""TRANSFER"", filename, timestamp } en backup_errors, envía alerta al equipo de operaciones y reintenta la transferencia cada 5 minutos, hasta 3 intentos","Dado que el sistema mantiene respaldos diarios
Cuando el administrador ejecuta POST /admin/backup/verify
Entonces el sistema descarga el backup más reciente, lo restaura a una base de datos de prueba y comprueba la integridad (checksum y prueba de consultas básicas), luego reporta HTTP 200 y detalla el resultado de la verificación","Dado que el servidor externo rechaza la conexión o no está accesible
Cuando los 3 intentos de transferencia fallan
Entonces el sistema redirige la copia del backup a un servidor secundario de respaldo, registra la acción en backup_logs y notifica al administrador con prioridad alta",,,,3,Do 
HU37,Gestión de pedidos ,"Como administrador quiero que el sistema actualice automáticamente el estado del pedido cuando se procese, envíe o entregue para reflejar información en tiempo real sin intervención manual.","Dado que he iniciado sesión como administrador con un JWT válido y estoy en la vista de “Pedidos” (/admin/pedidos)
Cuando el componente monta y ejecuta socket = new WebSocket(""wss://api.juangel.com/orders/updates"")
Entonces el cliente mantiene socket.readyState === 1 (OPEN) y está listo para recibir eventos","Dado que el pedido con orderId=123 está en estado “En Proceso” en la tabla y el WebSocket está conectado
Cuando el servidor emite el mensaje {""event"":""order:processed"",""data"":{""orderId"":123}}
Entonces el cliente actualiza la celda status de la fila 123 a “Procesado” en tiempo real sin recargar","Dado que el pedido 123 está en estado “Enviado” y el socket sigue abierto
Cuando se recibe {""event"":""order:delivered"",""data"":{""orderId"":123}}
Entonces el cliente cambia el estado a “Entregado” y marca la fila como finalizada (por ejemplo, con un estilo gris)","Dado que el pedido 123 ya figura como “Procesado” y la conexión WebSocket sigue activa
Cuando llega el mensaje {""event"":""order:sent"",""data"":{""orderId"":123}}
Entonces el cliente actualiza inmediatamente el campo status a “Enviado” y opcionalmente muestra un toast “Pedido 123 enviado”","Dado que el WebSocket recibe un mensaje con event no previsto (por ejemplo {""event"":""order:cancelled""})
Cuando el cliente procesa el payload en el handler onmessage
Entonces descarta el mensaje, registra logger.warn(""Evento no manejado"", event) y no altera ningún estado","Dado que el WebSocket emite onclose o onerror
Cuando ocurre el fallo de conexión
Entonces el cliente muestra “Conexión perdida. Reintentando…” y ejecuta socket.reconnect() con backoff exponencial hasta reconectar","Dado que la conexión WebSocket se restablece (onopen tras reconectar)
Cuando el cliente recibe el evento sync o emite GET /api/orders/updates?since=timestamp
Entonces la API devuelve los estados pendientes y el cliente aplica las actualizaciones para asegurar consistencia con el backend","Dado que al montar el componente el WebSocket no logra conectarse tras el timeout (p. ej. 5 s)
Cuando socket.readyState permanece en CONNECTING más allá de 5 s
Entonces el cliente muestra “No se pudo activar actualizaciones en tiempo real” y deshabilita la suscripción automática, recomendando recarga manual",,,,4,Do 
HU38,Mantenibilidad y Observabilidad,Como desarrollador quiero al menos 80 % de cobertura de pruebas unitarias en backend y frontend para garantizar la calidad y reducir errores en producción.,"Dado que se invoca el comando de test en el pipeline CI (npm test y pytest)
Cuando finalizan todas las pruebas unitarias en backend y frontend
Entonces se generan reportes de cobertura en formato JSON/HTML ubicados en coverage/ y reports/coverage/","Dado que el pipeline CI recibe los reportes de cobertura
Cuando se ejecuta la step de validación de cobertura (coverage threshold check)
Entonces el job falla si cualquier porcentaje de cobertura (statements, branches, functions, lines) es < 80 % en backend o frontend, cancelando el merge","Dado que los reportes de cobertura se generan correctamente
Cuando el pipeline CI publica artefactos
Entonces las métricas de cobertura (global y por carpeta) quedan visibles en la interfaz de CI/CD bajo “Code Coverage”","Dado que cada ejecución exitosa de CI produce un reporte de cobertura
Cuando los artefactos se cargan en el servidor de métricas (Codecov o SonarQube)
Entonces se registra un histórico de cobertura para comparar tendencias mensuales y detectar degradaciones","Dado que un desarrollador corre npm run test:coverage o pytest --cov en su máquina
Cuando finaliza la ejecución
Entonces el script verifica que la cobertura local sea ≥ 80 % y advierte con exit code 1 si no se cumple","Dado que ocurre un fallo durante la generación de reportes de cobertura (por ejemplo, archivo malformado)
Cuando el reporte no se crea o está corrupto
Entonces el pipeline CI muestra error “Coverage report generation failed”, falla el step correspondiente y registra { job: ""coverage"", error } en ci_errors","Dado que el umbral de cobertura no se alcanza en CI
Cuando el job de validación de cobertura falla
Entonces se envía un correo automático al equipo de desarrollo con detalles de los módulos y porcentajes de cobertura obtenidos","Dado que se añaden nuevos archivos de código al repositorio
Cuando se ejecuta el pipeline CI
Entonces la validación de cobertura incluye estos archivos en el cálculo y no los excluye por configuración, garantizando que el 80 % aplica al conjunto completo de código","Dado que la imagen del contenedor CI no incluye las dependencias para reportes de cobertura
Cuando las herramientas (istanbul, coverage.py) no están disponibles
Entonces el pipeline falla con mensaje “Coverage tools not found”, indicando al equipo de DevOps reconfigurar el entorno de CI",,,7,Do 
HU39,Gestión de pedidos,"Como administrador quiero ver y actualizar el estado de cada pedido (en proceso, terminado, enviado) y registrar pagos parciales o totales para llevar un control preciso.","Dado que he iniciado sesión como administrador con un JWT válido y navego a GET /admin/pedidos
Cuando la UI ejecuta GET /api/orders
Entonces la API responde HTTP 200 con un array de pedidos y el cliente renderiza una tabla con columnas orderId, date, status y total.","Dado que la tabla de pedidos está cargada y veo para el orderId=123 un <select id=""status-123""> con las opciones “En Proceso”, “Enviado”, “Entregado”
Cuando selecciono “Enviado” en ese <select> y clico el botón “Actualizar estado” (PATCH /api/orders/123 con { status:""Enviado"" })
Entonces la API retorna HTTP 200 y la celda de status se actualiza a “Enviado” sin recargar la página.","Dado que la fila de orderId=123 muestra un botón “Registrar pago”
Cuando clico “Registrar pago”, completo el campo amount=50 en el modal y clico “Confirmar” (PUT /api/orders/123/payments con { amount:50 })
Entonces la API responde HTTP 200, el modal se cierra y el historial de pagos bajo el pedido incluye la nueva entrada con monto, fecha y estado.","Dado que el pedido 123 tiene un balanceDue=100 y estoy en el mismo modal de pagos
Cuando ingreso amount=100 y clico “Confirmar”
Entonces la API devuelve HTTP 200, el balanceDue pasa a 0 y el pedido refleja estado de pago “Completado”.","Dado que existe un fallo interno al invocar GET /api/orders
Cuando la API retorna HTTP 500
Entonces la UI muestra un banner rojo “Error al cargar pedidos. Inténtalo más tarde.” y registra el error con logger.error.","Dado que intento actualizar status a un valor no permitido (por ejemplo ""Cancelado"")
Cuando envío PATCH /api/orders/123 con { status:""Cancelado"" }
Entonces la API retorna HTTP 400 con { error:""InvalidStatus"" } y la UI muestra “Estado no válido” junto al select.","Dado que el usuario selecciona un nuevo estado válido y clica “Actualizar estado”
Cuando la API responde HTTP ≥ 500
Entonces la UI muestra “Error al actualizar el estado. Inténtalo de nuevo.” y mantiene el valor anterior.","Dado que envío un amount válido y clica “Confirmar” en el modal de pagos
Cuando la API retorna HTTP ≥ 500
Entonces el modal permanece abierto, la UI muestra “Error al registrar el pago. Inténtalo de nuevo.” y no añade entrada al historial.","Dado que ejecuto cualquiera de las acciones anteriores (carga, actualización o pago)
Cuando la petición excede el timeout configurado (p. ej. 10 s) o lanza excepción de red
Entonces la UI muestra “No se pudo conectar. Verifica tu red e inténtalo más tarde.” y re-habilita los botones correspondientes para reintentar.",,,4,Do 
HU40,Facturación y pago ,"Como administrador quiero generar automáticamente la factura electrónica al completarse un pedido y pago, y enviarla al cliente para asegurar cumplimiento normativo y eficiencia.","Dado que un pedido tiene estado “Pagado” y el backend recibe confirmación del pago completo vía pasarela (ej. Webhook)
Cuando el backend valida el estado del pedido y confirma el monto pagado
Entonces el sistema genera un documento XML con estructura de factura electrónica (según DIAN) y lo guarda en invoices/{orderId}.xml","Dado que el pedido ha sido pagado
Cuando el backend va a generar la factura
Entonces se valida que el cliente tenga nombre completo, documento de identidad y correo electrónico válidos; si falta algún dato, se bloquea la emisión","Dado que el sistema está por generar una nueva factura electrónica
Cuando se invoca el servicio de numeración
Entonces se asigna un número consecutivo único conforme al prefijo autorizado por la DIAN (ej. JML-000321)","Dado que la factura fue generada correctamente
Cuando se completa la escritura del XML y el PDF de la factura
Entonces el sistema envía un correo a user@example.com con asunto ""Factura electrónica de tu pedido #123"", adjuntando el PDF y XML","Dado que la DIAN exige reporte automático de facturación
Cuando se genera la factura y está firmada digitalmente
Entonces el sistema envía la factura a la DIAN a través del proveedor tecnológico autorizado y espera acuse de recibo","Dado que la factura ha sido enviada con éxito
Cuando se confirma la entrega al cliente y a la DIAN
Entonces se registra en la tabla invoice_log los datos del pedido, número de factura, fecha de generación, hash y estado de envío","Dado que el sistema intenta construir el XML de la factura
Cuando ocurre un fallo en la serialización de datos (por campos mal formateados o faltantes)
Entonces se guarda el error con orderId, se marca la factura como fallida, y se emite una alerta para revisión administrativa","Dado que la factura fue generada correctamente
Cuando el envío por SMTP falla 3 veces consecutivas
Entonces el sistema registra el error, reintenta con backoff exponencial, y si no se logra, genera una notificación al panel de administración","Dado que la factura ha sido enviada a la DIAN
Cuando la respuesta del servicio indica error de validación (ej. NIT inválido, consecutivo rechazado)
Entonces se marca la factura como “rechazada por DIAN”, se guarda el código de error y se notifica automáticamente al administrador",,,4,Do 
HU41,Información y Catalogo,"Como cliente potencial quiero ver el catálogo de productos y servicios con imágenes, descripciones y precios para decidir qué adquirir fácilmente.","Dado que el usuario ha cargado correctamente la página principal (GET /) y ve el menú de navegación

Cuando hace clic en el enlace “Catálogo” (evento onClick en el componente <NavLink to=""/catalogo"">)

Entonces el cliente emite GET /api/products, muestra el spinner de carga (<Loader />) y cambia la URL a /catalogo.","Dado que la petición GET /api/products devuelve HTTP 200 con un array de productos con campos { id, imageUrl, description, price }

Cuando la función renderCatalog(data) procesa el payload

Entonces la UI crea un <ProductCard /> por cada elemento, mostrando la imagen (<img src={imageUrl}>), la descripción (<p>{description}</p>) y el precio (<span>{price}</span>).","Dado que la petición GET /api/products devuelve HTTP 200 con un array vacío ([]) 

Cuando renderCatalog([]) se ejecuta

Entonces en el contenedor #catalogContainer se renderiza el texto “No hay productos disponibles” dentro de un <EmptyState />.","Dado que la petición GET /api/products devuelve HTTP 5xx

Cuando la llamada fetch('/api/products') rechaza o responde con código ≥ 500

Entonces la UI muestra un banner de error “Error al cargar el catálogo, inténtalo de nuevo más tarde” y registra el error en consola (logger.error).",,,,,,,,1,Do 
HU42,Información y Catalogo,"Como cliente quiero buscar y filtrar productos por nombre, categoría, precio y disponibilidad para encontrar exactamente lo que busco.","Dado que estoy en la página principal del sitio y he hecho clic en el botón “Catálogo” en la barra de navegación (evento onClick)

Cuando el componente Catálogo se monta y ejecuta una llamada GET /api/products sin filtros

Entonces recibo HTTP 200, y el cliente renderiza la lista completa de productos junto con el panel lateral de filtros visibles pero no aplicados.","Dado que tengo acceso al input de búsqueda de texto en el panel de filtros y veo el placeholder “Buscar por nombre”

Cuando escribo un término de búsqueda y se ejecuta GET /api/products?name={query} Entonces la API retorna los productos que coinciden con el nombre y el cliente actualiza la vista con los resultados filtrados.","Dado que estoy en el catálogo y tengo habilitado el dropdown “Categoría” con opciones predefinidas

Cuando selecciono una categoría y se ejecuta GET /api/products?category={value}Entonces la API responde con HTTP 200, y la UI muestra únicamente los productos de dicha categoría.","Dado que tengo habilitado el control deslizante de precio mínimo y máximo

Cuando ajusto los valores y se dispara GET /api/products?minPrice={x}&maxPrice={y}

Entonces el sistema devuelve solo los productos dentro del rango de precio especificado y actualiza el grid de productos.","Dado que tengo uno o más filtros activos y veo el botón “Borrar filtros” en el panel lateral

Cuando hago clic en “Borrar filtros” (evento onClick)

Entonces el cliente limpia todos los campos de filtros, ejecuta GET /api/products sin parámetros, y renderiza nuevamente todos los productos disponibles.",,,,,,,2,Do 
HU43,Información y Catalogo,"Como administrador quiero subir, recortar y eliminar imágenes de productos para mantener un catálogo visual siempre actualizado.
","
Dado que he iniciado sesión como administrador con un JWT válido y navego a GET /admin/products/123/images   Cuando la UI realiza GET /api/products/123/images            Entonces recibo HTTP 200 con un array [{ imgId, url, metadata }] y el cliente renderiza una miniatura (<img src={url}>) para cada elemento.","Dado que estoy en la página de gestión de imágenes de producto (/admin/products/123/images) y veo el botón “Subir imagen”          Cuando selecciono un archivo de imagen válido en el diálogo de archivos y clico “Subir” (POST /api/products/123/images con form-data)      

Entonces la API retorna HTTP 201 con { imgId, url }, y el cliente añade dinámicamente la nueva miniatura al listado sin recargar.","Dado que estoy viendo la miniatura de imgId=456 y clico el icono “Recortar” asociado (evento onClick)        

Cuando ajusto el área de recorte en el componente <ImageCropper /> y clico “Guardar recorte” (PUT /api/products/123/images/456 con payload { x,y,width,height })     

Entonces la API responde HTTP 200 y la miniatura se actualiza mostrando la versión recortada.","Dado que la miniatura de imgId=456 está visible en el listado y aparece el botón “Eliminar”      

Cuando clico “Eliminar” y confirmo en el modal emergente (DELETE /api/products/123/images/456

Entonces la API devuelve HTTP 204 y el cliente remueve la miniatura de imgId=456 de la vista sin recargar.","Dado que estoy en /admin/products/123/images y he seleccionado un archivo con extensión no soportada (por ejemplo .txt)     

Cuando envío POST /api/products/123/images con ese archivo      

Entonces la API responde HTTP 415 y la UI muestra el mensaje de error “Formato de archivo no válido. Use imágenes JPG o PNG.” bajo el input de archivo.","Dado que estoy en /admin/products/123/images y he seleccionado un archivo con extensión no soportada (por ejemplo .txt)     

Cuando envío POST /api/products/123/images con ese archivo      

Entonces la API responde HTTP 415 y la UI muestra el mensaje de error “Formato de archivo no válido. Use imágenes JPG o PNG.” bajo el input de archivo.","Dado que he seleccionado un archivo de imagen de 10 MB cuando el límite es 5 MB            Cuando envío POST /api/products/123/images con ese archivo

Entonces la API responde HTTP 413 y la UI muestra “El tamaño del archivo supera el límite de 5 MB.” junto al input.","Dado que la miniatura imgId=456 está visible y configuro coordenadas de recorte fuera de los límites de la imagen     

Cuando envío PUT /api/products/123/images/456 con { x:-10, y:0, width:5000, height:5000 } 

Entonces la API responde HTTP 400 con { error: ""InvalidCropParameters"" } y la UI muestra “Parámetros de recorte inválidos.” dentro del componente de recorte.","Dado que intento eliminar imgId=999 que no existe Cuando envío DELETE /api/products/123/images/999 Entonces la API responde HTTP 404 con { error: ""ImageNotFound"" } y la UI muestra “Imagen no encontrada.” junto al listado.","Dado que se produce un error interno (5xx) en cualquier petición de gestión de imágenes

Cuando la llamada a /api/products/123/images devuelve código ≥ 500    Entonces la UI muestra un toast o banner “Error al procesar la solicitud. Inténtalo de nuevo más tarde.” y registra el error en el log de cliente (logger.error).",,2,Do 
HU44,Información y Catalogo,"Como visitante quiero consultar la historia, misión, visión y valores de Juangel Maniquíes y Reparaciones para generar confianza en la empresa.","Dado que el usuario está en la página principal GET / y ve el elemento de menú <NavLink to=""/nosotros"">Nosotros</NavLink>      

Cuando hace clic en ese enlace (onClick en el componente <NavLink>)   

Entonces el cliente emite GET /api/about, muestra el spinner <Loader /> y cambia la URL a /nosotros.","Dado que la petición GET /api/about devuelve HTTP 200 con el objeto { history, mission, vision, values }        

Cuando la función renderAbout(data) procesa el payload   

Entonces la UI renderiza cuatro secciones con encabezados <h2> (“Historia”, “Misión”, “Visión”, “Valores”) y sus respectivos párrafos con el contenido recibido.","Dado que la API GET /api/about responde HTTP 200 con un objeto que carece de alguna propiedad (por ejemplo, vision ausente)        

Cuando renderAbout(data) detecta la propiedad faltante     Entonces la sección correspondiente muestra “Información no disponible” en lugar del contenido y registra un warning en consola (logger.warn).","Dado que la petición GET /api/about devuelve un error HTTP ≥ 500 o la llamada rechaza  

Cuando el cliente captura la excepción en fetchAbout()      Entonces la UI muestra un banner rojo “Error al cargar la información, inténtalo más tarde” y escribe el error en el log de cliente (logger.error).","Dado que el usuario hace clic en “Nosotros” y la petición es GET /api/about         

Cuando la API responde HTTP 404 

Entonces la UI reemplaza el contenido por “Sección no encontrada” y ofrece un enlace “Volver al Inicio”.","Dado que el usuario está en /nosotros y el cliente ejecuta fetch('/api/about')           

Cuando la petición lanza un error de red o excede el timeout configurado (p. ej. 10 s)            Entonces la UI muestra “Error de red. Por favor verifica tu conexión e inténtalo de nuevo.” con un botón “Reintentar”.",,,,,,2,Do 
,,,,,,,,,,,,,,,
Objetivo del proyecto ,,,,,,,,,,,,,,,
"Desarrollar una plataforma de comercio electrónico funcional, segura y escalable, que permita a los usuarios visualizar un catálogo de productos, gestionar su cuenta y realizar compras de manera eficiente. El sistema debe ofrecer una experiencia de usuario fluida, incluir herramientas administrativas para la gestión de productos y pedidos, e integrar funcionalidades modernas como notificaciones, automatización de procesos, y soporte conversacional mediante chatbot, asegurando calidad, usabilidad y mantenibilidad en cada entrega incremental.",,,,,,,,,,,,,,,
